step,reward,seed
300,0.00027055534316542393,0
5900,1.0334362615489303,0
10800,0.0,0
15900,0.3537960776399164,0
20800,1.2005228115387074,0
25800,1.1914300437277758,0
30800,0.0002597441954599877,0
35800,0.8185389879931033,0
40800,1.4734722451684126,0
45900,2.117266728172831,0
50800,3.772211926518657,0
55800,5.754651660689285,0
60900,54.47969354665448,0
65800,29.892047576052892,0
70800,91.93388121105743,0
75900,60.91357324768783,0
80800,13.601102943036972,0
85800,77.36555471966034,0
90800,83.68311783044389,0
95800,30.880418132417514,0
100800,85.27146895233405,0
105800,105.17138003809464,0
110800,105.24455693809486,0
115800,74.1496784014873,0
200,0.0,1
5900,0.0007026278584173595,1
10800,1.552724799654714,1
15900,0.0,1
20800,0.0024206577959093646,1
25800,3.301909503962039,1
30800,7.419324290548789,1
35800,15.335266613500574,1
40900,55.90647381223821,1
45800,13.541990087876062,1
50900,116.4917270985566,1
55900,104.94782112895571,1
60900,153.85389462412178,1
65800,165.73358790271305,1
70800,137.3204863275136,1
75800,170.63199919195594,1
80800,172.61462672661742,1
85800,176.87847279443363,1
90800,189.5202342300322,1
95800,196.50890063892166,1
100800,176.07470991970987,1
105800,175.79324443290994,1
110800,205.14167980718153,1
115800,198.0872095949272,1
200,0.00035534224524267353,2
5900,0.31665999852596305,2
10900,0.02067051880463292,2
15900,0.4687250959379915,2
20900,2.8019653582294928,2
25900,2.951327647396247,2
30900,11.734911113162065,2
35900,27.722546112123883,2
40900,85.51727912057426,2
45900,139.65972986306696,2
50800,176.96468470867336,2
55900,153.78587920304585,2
60800,199.73636124609453,2
65800,199.58438952748043,2
70800,216.27017885038157,2
75900,208.0884675211841,2
80900,236.57860552109582,2
85900,232.7275339273694,2
90800,236.46192964909795,2
95800,229.03967406024444,2
100800,263.5833253947235,2
105800,268.5803908732545,2
110800,269.1902162612735,2
115800,277.3909566769172,2
