step,reward,seed
0,4.611727264861759,0
0,7.926172036356244,0
0,7.926172036356244,0
100000,112.28270406064988,0
100000,103.66216207146915,0
100000,103.66216207146915,0
200000,153.43166411519996,0
200000,141.3946992416197,0
200000,141.3946992416197,0
300000,238.4879094304269,0
300000,187.57332262554684,0
300000,187.57332262554684,0
400000,323.33179488356166,0
400000,243.5049622513984,0
400000,243.5049622513984,0
500000,363.5690582359476,0
500000,345.81184905517097,0
500000,345.81184905517097,0
600000,428.4545175842428,0
600000,434.3818584607701,0
600000,434.3818584607701,0
700000,455.58831277746185,0
700000,410.8310213724643,0
700000,410.8310213724643,0
800000,552.7525370071155,0
800000,520.4611829914824,0
800000,520.4611829914824,0
900000,566.2568377049276,0
900000,556.5853622683901,0
900000,556.5853622683901,0
1000000,522.8116238022321,0
1000000,579.7210813877247,0
1000000,579.7210813877247,0
0,4.384351711225756,1000
0,4.7681190536765286,1000
0,4.7681190536765286,1000
100000,118.23973885693366,1000
100000,92.04284946215554,1000
100000,92.04284946215554,1000
200000,216.60526502500835,1000
200000,123.72667243092349,1000
200000,123.72667243092349,1000
300000,290.03718637473423,1000
300000,191.6493810028283,1000
300000,191.6493810028283,1000
400000,372.4858130025176,1000
400000,280.90954289940385,1000
400000,280.90954289940385,1000
500000,499.4530651371107,1000
500000,264.94604688992604,1000
500000,264.94604688992604,1000
600000,519.7170761941238,1000
600000,361.4288190400941,1000
600000,361.4288190400941,1000
700000,620.2845777469811,1000
700000,433.5413138797786,1000
700000,433.5413138797786,1000
800000,626.0638963896403,1000
800000,456.9066399744145,1000
800000,456.9066399744145,1000
900000,676.5173856979216,1000
900000,500.89782687939714,1000
900000,500.89782687939714,1000
1000000,654.5161279771071,1000
1000000,501.9303310328506,1000
1000000,501.9303310328506,1000
0,5.937720416310855,2000
0,5.937720416310855,2000
100000,104.5955001296273,2000
100000,104.5955001296273,2000
200000,194.3682586021979,2000
200000,194.3682586021979,2000
300000,265.8158793068018,2000
300000,265.8158793068018,2000
400000,277.551712077472,2000
400000,277.551712077472,2000
500000,325.13423522429764,2000
500000,325.13423522429764,2000
600000,377.7352611676136,2000
600000,377.7352611676136,2000
700000,391.9377116829224,2000
700000,391.9377116829224,2000
800000,436.7398746981057,2000
800000,436.7398746981057,2000
900000,472.0637326827064,2000
900000,472.0637326827064,2000
1000000,501.2877995781149,2000
1000000,501.2877995781149,2000
0,4.7681190536765286,3000
0,4.384351711225756,3000
0,4.384351711225756,3000
100000,92.04284946215554,3000
100000,118.23973885693366,3000
100000,118.23973885693366,3000
200000,123.72667243092349,3000
200000,216.60526502500835,3000
200000,216.60526502500835,3000
300000,191.6493810028283,3000
300000,290.03718637473423,3000
300000,290.03718637473423,3000
400000,280.90954289940385,3000
400000,372.4858130025176,3000
400000,372.4858130025176,3000
500000,264.94604688992604,3000
500000,499.4530651371107,3000
500000,499.4530651371107,3000
600000,361.4288190400941,3000
600000,519.7170761941238,3000
600000,519.7170761941238,3000
700000,433.5413138797786,3000
700000,620.2845777469811,3000
700000,620.2845777469811,3000
800000,456.9066399744145,3000
800000,626.0638963896403,3000
800000,626.0638963896403,3000
900000,500.89782687939714,3000
900000,676.5173856979216,3000
900000,676.5173856979216,3000
1000000,501.9303310328506,3000
1000000,654.5161279771071,3000
1000000,654.5161279771071,3000
0,7.926172036356244,4000
0,4.611727264861759,4000
0,4.611727264861759,4000
100000,103.66216207146915,4000
100000,112.28270406064988,4000
100000,112.28270406064988,4000
200000,141.3946992416197,4000
200000,153.43166411519996,4000
200000,153.43166411519996,4000
300000,187.57332262554684,4000
300000,238.4879094304269,4000
300000,238.4879094304269,4000
400000,243.5049622513984,4000
400000,323.33179488356166,4000
400000,323.33179488356166,4000
500000,345.81184905517097,4000
500000,363.5690582359476,4000
500000,363.5690582359476,4000
600000,434.3818584607701,4000
600000,428.4545175842428,4000
600000,428.4545175842428,4000
700000,410.8310213724643,4000
700000,455.58831277746185,4000
700000,455.58831277746185,4000
800000,520.4611829914824,4000
800000,552.7525370071155,4000
800000,552.7525370071155,4000
900000,556.5853622683901,4000
900000,566.2568377049276,4000
900000,566.2568377049276,4000
1000000,579.7210813877247,4000
1000000,522.8116238022321,4000
1000000,522.8116238022321,4000
