step,reward,seed
0,4.9779928188898905,0
0,3.999815547235399,0
0,3.999815547235399,0
100000,91.34228112078054,0
100000,66.68592346445605,0
100000,66.68592346445605,0
200000,735.7953012844804,0
200000,564.6825994306524,0
200000,564.6825994306524,0
300000,501.59907245010464,0
300000,776.9416373132102,0
300000,776.9416373132102,0
400000,656.444298122647,0
400000,734.911011491736,0
400000,734.911011491736,0
500000,820.3110231494838,0
500000,830.3422344668468,0
500000,830.3422344668468,0
600000,751.547566748779,0
600000,810.3592029584208,0
600000,810.3592029584208,0
700000,756.530004876812,0
700000,838.0973310493898,0
700000,838.0973310493898,0
800000,738.8372250571477,0
800000,836.6837120643801,0
800000,836.6837120643801,0
900000,753.8298065239436,0
900000,761.3238384232488,0
900000,761.3238384232488,0
1000000,858.7481176819381,0
1000000,760.0765627956067,0
1000000,760.0765627956067,0
0,3.989268616132013,1000
0,4.506736405658772,1000
0,4.506736405658772,1000
100000,194.14301353620823,1000
100000,43.608631154256,1000
100000,43.608631154256,1000
200000,703.4632185068967,1000
200000,241.28905333271604,1000
200000,241.28905333271604,1000
300000,729.9143255509467,1000
300000,613.0519501809682,1000
300000,613.0519501809682,1000
400000,819.1094754713279,1000
400000,651.7110204523707,1000
400000,651.7110204523707,1000
500000,835.8277135191474,1000
500000,732.3689566674827,1000
500000,732.3689566674827,1000
600000,769.6433893063979,1000
600000,826.0218169414633,1000
600000,826.0218169414633,1000
700000,846.7928667694823,1000
700000,820.5851592696706,1000
700000,820.5851592696706,1000
800000,836.8719174068503,1000
800000,845.3220818164843,1000
800000,845.3220818164843,1000
900000,748.2472149101549,1000
900000,765.5629371735089,1000
900000,765.5629371735089,1000
1000000,844.9562309864141,1000
1000000,751.3121773501615,1000
1000000,751.3121773501615,1000
0,8.102160328755257,2000
0,8.102160328755257,2000
100000,81.92500790104579,2000
100000,81.92500790104579,2000
200000,627.0591652486577,2000
200000,627.0591652486577,2000
300000,822.0338947662236,2000
300000,822.0338947662236,2000
400000,829.0073687386242,2000
400000,829.0073687386242,2000
500000,826.8470967012372,2000
500000,826.8470967012372,2000
600000,794.4674816297625,2000
600000,794.4674816297625,2000
700000,828.2614385116283,2000
700000,828.2614385116283,2000
800000,849.9910070805756,2000
800000,849.9910070805756,2000
900000,850.2620573293428,2000
900000,850.2620573293428,2000
1000000,852.0838571010297,2000
1000000,852.0838571010297,2000
0,4.506736405658772,3000
0,4.9779928188898905,3000
0,4.9779928188898905,3000
100000,43.608631154256,3000
100000,91.34228112078054,3000
100000,91.34228112078054,3000
200000,241.28905333271604,3000
200000,735.7953012844804,3000
200000,735.7953012844804,3000
300000,613.0519501809682,3000
300000,501.59907245010464,3000
300000,501.59907245010464,3000
400000,651.7110204523707,3000
400000,656.444298122647,3000
400000,656.444298122647,3000
500000,732.3689566674827,3000
500000,820.3110231494838,3000
500000,820.3110231494838,3000
600000,826.0218169414633,3000
600000,751.547566748779,3000
600000,751.547566748779,3000
700000,820.5851592696706,3000
700000,756.530004876812,3000
700000,756.530004876812,3000
800000,845.3220818164843,3000
800000,738.8372250571477,3000
800000,738.8372250571477,3000
900000,765.5629371735089,3000
900000,753.8298065239436,3000
900000,753.8298065239436,3000
1000000,751.3121773501615,3000
1000000,858.7481176819381,3000
1000000,858.7481176819381,3000
0,3.999815547235399,4000
0,3.989268616132013,4000
0,3.989268616132013,4000
100000,66.68592346445605,4000
100000,194.14301353620823,4000
100000,194.14301353620823,4000
200000,564.6825994306524,4000
200000,703.4632185068967,4000
200000,703.4632185068967,4000
300000,776.9416373132102,4000
300000,729.9143255509467,4000
300000,729.9143255509467,4000
400000,734.911011491736,4000
400000,819.1094754713279,4000
400000,819.1094754713279,4000
500000,830.3422344668468,4000
500000,835.8277135191474,4000
500000,835.8277135191474,4000
600000,810.3592029584208,4000
600000,769.6433893063979,4000
600000,769.6433893063979,4000
700000,838.0973310493898,4000
700000,846.7928667694823,4000
700000,846.7928667694823,4000
800000,836.6837120643801,4000
800000,836.8719174068503,4000
800000,836.8719174068503,4000
900000,761.3238384232488,4000
900000,748.2472149101549,4000
900000,748.2472149101549,4000
1000000,760.0765627956067,4000
1000000,844.9562309864141,4000
1000000,844.9562309864141,4000
