step,reward,seed
0,3.420254230499268,0
50059,8.93582820892334,0
100157,17.120885848999023,0
150218,40.76876068115234,0
200192,69.1142578125,0
250295,64.77130889892578,0
300738,76.14939880371094,0
350434,111.83128356933594,0
400856,104.47938537597656,0
450639,146.268798828125,0
500335,119.96800231933594,0
550535,58.50603485107422,0
600016,33.14213562011719,0
650064,18.86228370666504,0
700075,85.79171752929688,0
750351,153.560791015625,0
800009,211.5643615722656,0
850831,137.8966827392578,0
900761,126.53758239746094,0
950676,162.90689086914062,0
1000605,190.1835479736328,0
1050905,202.94918823242188,0
1100726,181.0879669189453,0
1150086,142.343505859375,0
1200101,202.1656951904297,0
1250037,172.0200653076172,0
1300268,263.07635498046875,0
1350525,133.1016845703125,0
1400884,150.83731079101562,0
1450408,181.9341278076172,0
1500253,142.9229278564453,0
1550589,195.1683654785156,0
1600914,246.8057098388672,0
1650596,144.76284790039062,0
1700212,221.0731658935547,0
1750138,234.65036010742188,0
1800023,185.1912384033203,0
1850925,239.53103637695312,0
1900197,218.5322265625,0
1950142,249.0537109375,0
0,3.5535366535186768,1
50051,12.127032279968262,1
100002,28.590688705444336,1
150374,135.5137481689453,1
200285,34.65763473510742,1
250007,74.05451965332031,1
300441,36.00815200805664,1
350001,95.64456939697266,1
400415,76.03868865966797,1
450165,112.35076904296876,1
500035,117.7052993774414,1
550529,159.9822235107422,1
600942,105.3567352294922,1
650541,150.04441833496094,1
700864,117.2589340209961,1
750864,209.0261993408203,1
800329,119.44203186035156,1
850377,219.2615203857422,1
900255,234.6671905517578,1
950542,165.07928466796875,1
1000978,149.9193572998047,1
1050556,157.88211059570312,1
1100052,80.95182800292969,1
1150003,221.2952117919922,1
1200126,209.3982391357422,1
1250202,139.36813354492188,1
1300900,146.32440185546875,1
1350156,240.80923461914065,1
1400326,178.7855224609375,1
1450538,241.5221710205078,1
1500705,145.32626342773438,1
1550248,272.9960021972656,1
1600579,171.57723999023438,1
1650012,153.02586364746094,1
1700613,155.68861389160156,1
1750335,243.78140258789065,1
1800042,262.3053283691406,1
1850287,192.3924560546875,1
1900484,191.76210021972656,1
1950137,123.1983871459961,1
0,2.9867982864379883,2
50049,10.76943588256836,2
100133,17.24444007873535,2
150043,39.51459503173828,2
200361,43.19686126708984,2
250161,83.98193359375,2
300084,58.17816162109375,2
350617,84.68807220458984,2
400367,94.0538330078125,2
450296,141.96006774902344,2
500004,98.29337310791016,2
550384,151.5190887451172,2
600020,126.2514877319336,2
650259,147.77513122558594,2
700508,99.99636840820312,2
750465,159.60902404785156,2
800343,151.0953369140625,2
850153,134.60562133789062,2
900341,108.08015441894533,2
950317,201.0882110595703,2
1000663,191.3098907470703,2
1050975,81.72798156738281,2
1100496,194.9391632080078,2
1150330,199.1927795410156,2
1200078,95.0905532836914,2
1250148,204.08963012695312,2
1300277,123.19523620605467,2
1350953,173.5387420654297,2
1400526,253.159912109375,2
1450693,143.13790893554688,2
1500380,214.1205139160156,2
1550204,214.1903076171875,2
1600310,251.03073120117188,2
1650120,167.18080139160156,2
1700552,163.40733337402344,2
1750039,266.80963134765625,2
1800551,195.16354370117188,2
1850779,228.33743286132807,2
1900350,168.70401000976562,2
1950081,270.6556396484375,2
0,3.613316059112549,3
50020,13.814485549926758,3
100121,23.948352813720703,3
150300,59.876502990722656,3
200198,139.61436462402344,3
250089,97.2990264892578,3
300206,107.54144287109376,3
350505,93.40311431884766,3
400336,94.13557434082033,3
450329,110.27366638183594,3
500457,31.13357162475586,3
550737,97.53050231933594,3
600380,59.89337921142578,3
650119,149.4733123779297,3
700640,136.1802978515625,3
750137,191.5120391845703,3
800053,147.1190185546875,3
850329,124.2302474975586,3
900081,87.05538940429688,3
950021,125.77947998046876,3
1000331,206.55905151367188,3
1050609,215.1044158935547,3
1100607,125.88786315917967,3
1150358,135.12802124023438,3
1200681,200.9658966064453,3
1250600,137.1894989013672,3
1300255,101.30250549316406,3
1350198,232.9210205078125,3
1400391,158.04335021972656,3
1450308,120.35105895996094,3
1500781,289.4725036621094,3
1550914,215.2343292236328,3
1600291,226.1282196044922,3
1650102,186.48194885253903,3
1700606,254.0610809326172,3
1750669,182.0487365722656,3
1800127,219.5391540527344,3
1850047,250.17092895507807,3
1900978,172.33139038085938,3
1950526,160.96929931640625,3
0,3.8725762367248535,4
50034,13.278823852539062,4
100239,30.47912979125977,4
150442,77.65503692626953,4
200203,98.23167419433594,4
250049,79.33438873291016,4
300505,41.89250183105469,4
350037,90.5482940673828,4
400284,175.91128540039062,4
450303,68.92189025878906,4
500340,77.7485122680664,4
550826,113.58504486083984,4
600082,132.1991729736328,4
650008,73.57569122314453,4
700147,30.390380859375,4
750117,174.27130126953125,4
800511,214.4569854736328,4
850011,184.7201385498047,4
900088,163.7406463623047,4
950647,148.14869689941406,4
1000561,159.013916015625,4
1050678,199.93263244628903,4
1100090,192.8919219970703,4
1150124,234.65988159179688,4
1200049,121.76519775390624,4
1250369,229.79495239257807,4
1300483,155.8606414794922,4
1350114,217.6778106689453,4
1400207,297.2055053710937,4
1450088,153.43637084960938,4
1500018,202.49102783203125,4
1550227,227.04446411132807,4
1600444,150.4163055419922,4
1650100,105.73331451416016,4
1700118,218.16702270507807,4
1750349,253.1693572998047,4
1800134,183.3848876953125,4
1850042,217.95278930664065,4
1900327,189.8014678955078,4
1950018,213.1175842285156,4
0,3.577176570892334,5
50125,4.12009334564209,5
100003,12.291017532348633,5
150009,10.822628021240234,5
200026,17.128189086914062,5
250143,16.521032333374023,5
300058,28.329998016357425,5
350136,28.45469093322754,5
400012,22.124242782592773,5
450140,27.111730575561523,5
500565,34.497318267822266,5
550159,30.310733795166016,5
600049,33.99698638916016,5
650036,30.76622009277344,5
700042,4.4057722091674805,5
750334,28.245798110961918,5
800003,42.6824836730957,5
850027,42.24225997924805,5
900393,31.72492408752441,5
950082,51.25941848754883,5
1000073,55.06173706054688,5
