method,step,mean_normalized,std_normalized,n_tasks
SimbaV2,130000,0.8250090481965769,0.1641093105406738,19
SimbaV2,140000,0.8361025271211968,0.15597197779865019,19
SimbaV2,150000,0.8471960060458168,0.14824542826617004,19
SimbaV2,160000,0.8582894849704367,0.14099721003029786,19
SimbaV2,170000,0.8693829638950564,0.1343047897952486,19
SimbaV2,180000,0.8804764428196763,0.128255202540381,19
SimbaV2,190000,0.8915699217442964,0.12294337918941638,19
SimbaV2,200000,0.9026634006689163,0.11846859957584255,19
TDMPC2,0,0.06784851401417984,0.08537136330467737,19
TDMPC2,10000,0.12364228948523288,0.08776008935524703,19
TDMPC2,20000,0.17943606495628592,0.10321865991539818,19
TDMPC2,30000,0.23522984042733897,0.1270631539265741,19
TDMPC2,40000,0.29102361589839204,0.1554821316960694,19
TDMPC2,50000,0.34681739136944506,0.18639483986335953,19
TDMPC2,60000,0.4026111668404981,0.21874659823313586,19
TDMPC2,70000,0.4584049423115511,0.25198374354191666,19
TDMPC2,80000,0.5141987177826042,0.2857975413473249,19
TDMPC2,90000,0.5699924932536572,0.320005245474041,19
TDMPC2,100000,0.6257862687247102,0.35449284122754093,19
TDMPC2,110000,0.6473261869096694,0.3363789753877719,19
TDMPC2,120000,0.6688661050946285,0.31864758339698335,19
TDMPC2,130000,0.6904060232795877,0.30136618331691634,19
TDMPC2,140000,0.7119459414645468,0.2846167549701363,19
TDMPC2,150000,0.733485859649506,0.2684988727963555,19
TDMPC2,160000,0.7550257778344651,0.2531332038602481,19
TDMPC2,170000,0.7765656960194242,0.23866507876237772,19
TDMPC2,180000,0.7981056142043833,0.225267502017507,19
TDMPC2,190000,0.8196455323893425,0.21314244492878623,19
TDMPC2,200000,0.8411854505743017,0.20251859893770588,19
