method,step,mean_reward,std_reward,n_tasks
SAC,120000,354.71578947368425,338.3180899409408,19
SAC,130000,361.93684210526317,339.8142413714534,19
SAC,140000,369.1578947368421,341.8752255533786,19
SAC,150000,376.37894736842105,344.4909049688218,19
SAC,160000,383.59999999999997,347.6487594053075,19
SAC,170000,390.821052631579,351.33416966843436,19
SAC,180000,398.0421052631579,355.5307303003697,19
SAC,190000,405.2631578947368,360.2205770773895,19
SAC,200000,412.4842105263158,365.38471596766067,19
SimbaV2,0,65.25903824072525,93.56504573872171,19
SimbaV2,10000,129.41057830835265,97.93821465489312,19
SimbaV2,20000,193.56211837598002,107.03788976252062,19
SimbaV2,30000,257.7136584436074,119.79175952112014,19
SimbaV2,40000,321.86519851123484,135.16938004905182,19
SimbaV2,50000,386.01673857886226,152.37846568938437,19
SimbaV2,60000,450.1682786464897,170.8665331718987,19
SimbaV2,70000,514.319818714117,190.26110311843297,19
SimbaV2,80000,578.4713587817445,210.31153656142868,19
SimbaV2,90000,642.6228988493718,230.84699978804605,19
SimbaV2,100000,706.7744389169992,251.74882732752067,19
SimbaV2,110000,715.6863889577426,247.83299246118756,19
SimbaV2,120000,724.5983389984859,244.26651784228773,19
SimbaV2,130000,733.5102890392293,241.06490997316598,19
SimbaV2,140000,742.4222390799728,238.24287900583514,19
SimbaV2,150000,751.3341891207161,235.8140527378546,19
SimbaV2,160000,760.2461391614595,233.7906863742838,19
SimbaV2,170000,769.1580892022029,232.18338032062107,19
SimbaV2,180000,778.0700392429462,231.00081959574516,19
SimbaV2,190000,786.9819892836897,230.24954876339322,19
SimbaV2,200000,795.8939393244331,229.93379536864683,19
TDMPC2,0,65.0982456140351,82.88243605630618,19
TDMPC2,10000,116.29280701754386,88.72636512461288,19
TDMPC2,20000,167.48736842105265,106.62600280210383,19
TDMPC2,30000,218.68192982456142,131.75624471960367,19
TDMPC2,40000,269.87649122807017,160.76124693283396,19
TDMPC2,50000,321.071052631579,191.89193821501945,19
TDMPC2,60000,372.26561403508776,224.26484417349891,19
TDMPC2,70000,423.46017543859654,257.4117162371215,19
TDMPC2,80000,474.6547368421053,291.06825646890223,19
TDMPC2,90000,525.849298245614,325.0761989676923,19
TDMPC2,100000,577.0438596491229,359.33578626466965,19
TDMPC2,110000,593.7131578947368,348.3018085370997,19
TDMPC2,120000,610.3824561403509,337.7678660988059,19
TDMPC2,130000,627.051754385965,327.7821714288739,19
TDMPC2,140000,643.721052631579,318.3963119184562,19
TDMPC2,150000,660.390350877193,309.6648349084577,19
TDMPC2,160000,677.0596491228071,301.64457149673734,19
TDMPC2,170000,693.728947368421,294.3936549027145,19
TDMPC2,180000,710.3982456140351,287.9702060621327,19
TDMPC2,190000,727.067543859649,282.4306890387732,19
TDMPC2,200000,743.7368421052631,277.8279821064205,19
