method,step,mean_normalized,std_normalized,n_tasks
SAC,90000,0.02104245229235932,0.017002018212431764,7
SAC,100000,0.021629542151241948,0.017567903987035317,7
SAC,110000,0.021639898012884025,0.017636219313090895,7
SAC,120000,0.021650253874526102,0.01770775110128352,7
SAC,130000,0.02166060973616818,0.017782460535999883,7
SAC,140000,0.02167096559781026,0.017860307741122402,7
SAC,150000,0.021681321459452337,0.01794125187228077,7
SAC,160000,0.021691677321094414,0.01802525120838702,7
SAC,170000,0.02170203318273649,0.018112263242072085,7
SAC,180000,0.021712389044378565,0.018202244768670467,7
SAC,190000,0.021722744906020646,0.018295151973429607,7
SAC,200000,0.021733100767662723,0.018390940516651043,7
SimbaV2,0,0.015417904865194615,0.011877603267497339,7
SimbaV2,10000,0.04687494966478512,0.03557138901913579,7
SimbaV2,20000,0.07833199446437564,0.05966327946080857,7
SimbaV2,30000,0.10978903926396613,0.08381066195409509,7
SimbaV2,40000,0.14124608406355663,0.10797631286650734,7
SimbaV2,50000,0.17270312886314715,0.13215021061354906,7
SimbaV2,60000,0.20416017366273767,0.15632852948858086,7
SimbaV2,70000,0.23561721846232817,0.18050949293822754,7
SimbaV2,80000,0.2670742632619187,0.2046921637275525,7
SimbaV2,90000,0.2985313080615092,0.22887600067288733,7
SimbaV2,100000,0.3299883528610997,0.25306066944205513,7
SimbaV2,110000,0.37852056599853856,0.2457409421455638,7
SimbaV2,120000,0.42705277913597744,0.2390356190586044,7
SimbaV2,130000,0.47558499227341633,0.2329977510940475,7
SimbaV2,140000,0.5241172054108552,0.2276804452627626,7
SimbaV2,150000,0.5726494185482941,0.2231352204364621,7
SimbaV2,160000,0.621181631685733,0.21941006437130425,7
SimbaV2,170000,0.6697138448231719,0.21654730291468383,7
SimbaV2,180000,0.7182460579606108,0.21458145482739277,7
SimbaV2,190000,0.7667782710980495,0.21353729279933648,7
SimbaV2,200000,0.8153104842354885,0.2134283448380542,7
TDMPC2,0,0.016697428558241547,0.012117319881204718,7
TDMPC2,10000,0.021497072905190463,0.01781517631488134,7
TDMPC2,20000,0.02629671725213938,0.023720500584364472,7
TDMPC2,30000,0.031096361599088296,0.02970983614278305,7
TDMPC2,40000,0.03589600594603721,0.035740973043621206,7
TDMPC2,50000,0.04069565029298612,0.04179581940092038,7
TDMPC2,60000,0.04549529463993505,0.04786537850575825,7
TDMPC2,70000,0.05029493898688396,0.05394468439448239,7
TDMPC2,80000,0.055094583333832874,0.06003077597496784,7
TDMPC2,90000,0.05989422768078179,0.06612177953374286,7
TDMPC2,100000,0.0646938720277307,0.07221645219807377,7
TDMPC2,110000,0.08242836975609813,0.08785297273585031,7
TDMPC2,120000,0.10016286748446555,0.10418404476270463,7
TDMPC2,130000,0.11789736521283298,0.12092860315843482,7
TDMPC2,140000,0.13563186294120042,0.13793614629503384,7
TDMPC2,150000,0.15336636066956782,0.15512019649852668,7
TDMPC2,160000,0.17110085839793523,0.172427990137622,7
TDMPC2,170000,0.18883535612630267,0.1898256824515587,7
TDMPC2,180000,0.20656985385467008,0.20729063936329092,7
TDMPC2,190000,0.22430435158303755,0.2248071843407716,7
TDMPC2,200000,0.24203884931140496,0.24236413226579379,7
